AccountIndustry,AccountName,AccountOwner,AccountId,Amount,CloseDate,DaysSinceLastActivity,ForecastCategory,Id,IsClosed,IsWon,OpportunityName,OpportunityAge,OpportunityOwner,OwnerId,RecordTypeName,StageName,Stage,LeadSource,StageSortOrder,TimeInStageDurationSeconds,Probability,analyticsdemo_batch_id__c
Manufacturing,LCI Shipholdings Inc,John Peck,001B000000SS3owIAD,11000,2018-12-23,127,Omitted,006B00000049VdYIAU,true,false,LCI Shipholdings Inc 125,81,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,8306937,0,20190709111258551478
Machinery,Geo Fields,Philip Walton,001B000000lwNrMIAU,0,2018-10-26,215,Omitted,006B00000049VdZIAU,true,false,Geo Fields 139,107,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,14746521,0,20190709111258551478
Agriculture,Douglas Machine,John Peck,001B000000SS3ozIAD,25000,2018-12-13,142,Omitted,006B00000049VdaIAE,true,false,Douglas Machine 153,71,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803042,0,20190709111258551478
Agriculture,Douglas Machine,John Peck,001B000000SS3ozIAD,15000,2018-09-20,175,Omitted,006B00000049VdbIAE,true,false,Douglas Machine 161,27,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Reseller,9,18803042,0,20190709111258551478
Not For Profit,Thruport Technologies,Wayne Blackwell,001B000000bwMX5IAM,10356,2018-10-16,217,Omitted,006B00000049VdcIAE,true,false,Thruport Technologies 166,82,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Reseller,9,16173378,0,20190709111258551478
Not For Profit,Thruport Technologies,Wayne Blackwell,001B000000bwMX5IAM,37500,2018-12-30,82,Omitted,006B00000049VddIAE,true,false,Thruport Technologies 182,82,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803042,0,20190709111258551478
Communications,Tudor Publishing Co.,John Peck,001B000000lwNrNIAU,150000,2018-07-13,320,Omitted,006B00000049VdeIAE,true,false,Tudor Publishing Co. 191,103,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,23538880,0,20190709111258551478
Media,FileTek,John Peck,001B000000lwNrOIAU,50000,2018-08-26,197,Omitted,006B00000049VdfIAE,true,false,FileTek 210,68,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803042,0,20190709111258551478
Retail,Midwest Mechanical,Noah Kelly,001B000000lwNrPIAU,2500,2018-03-29,355,Omitted,006B00000049VdgIAE,true,false,Midwest Mechanical 237,101,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Closed Lost,Reseller,9,31010603,0,20190709111258551478
Retail,Midwest Mechanical,Noah Kelly,001B000000lwNrPIAU,30000,2018-05-10,377,Omitted,006B00000049VdhIAE,true,false,Midwest Mechanical 244,82,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Reseller,9,27792886,0,20190709111258551478
Financial Services,Watley & Associates,Dennis Huffman,001B000000SS3p5IAD,5000,2018-04-27,403,Omitted,006B00000049VdiIAE,true,false,Watley & Associates 48,97,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Reseller,9,30005522,0,20190709111258551478
Education,Wilbur Curtis Co Inc,Allison Allen,001B000000SS64VIAT,5000,2017-10-06,519,Omitted,006B00000049VdjIAE,true,false,Wilbur Curtis Co Inc 65,5,Allison Allen,005B0000003CnfGIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,44843794,0,20190709111258551478
Consulting,Dicon Fiberoptics,Allison Allen,001B000000SS3p7IAD,5000,2019-02-01,40,Omitted,006B00000049VdkIAE,true,false,Dicon Fiberoptics 80,45,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Reseller,9,4397662,0,20190709111258551478
Consulting,fsp.com,Rachel Reilly,001B000000WJE5aIAH,30000,2018-09-30,182,Closed,006B00000049VdlIAE,true,true,fsp.com 92,53,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Won,Closed Won,Fields Sales,8,18803042,100,20190709111258551478
Media,Murlin Blackstun and Assoc.,Allison Allen,001B000000SS3pAIAT,25000,2018-12-05,157,Omitted,006B00000049VdmIAE,true,false,Murlin Blackstun and Assoc. 109,88,Allison Allen,005B0000003CnfGIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,10902660,0,20190709111258551478
Food & Beverage,Clopay Building Products,Amy Shaw,001B000000bwMX6IAM,10653,2018-05-17,325,Closed,006B00000049VdnIAE,true,true,Clopay Building Products 125,68,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Won,Closed Won,Reseller,8,26859940,100,20190709111258551478
Transportation,Semiotica,Amy Shaw,001B000000SS4jSIAT,5868,2018-12-11,96,Omitted,006B00000049VdoIAE,true,false,Semiotica 150,103,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803042,0,20190709111258551478
Shipping,Pride Companies L.P.,John Peck,001B000000SS4jTIAT,7500,2018-07-30,271,Omitted,006B00000049VdpIAE,true,false,Pride Companies L.P. 158,82,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Reseller,9,21849863,0,20190709111258551478
Other,SplitTheDifference,Dennis Huffman,001B000000SS4jVIAT,10000,2019-03-13,24,Pipeline,006B00000049VdqIAE,false,false,SplitTheDifference 176,26,Dennis Huffman,005B0000003CnfIIAS,Simple,Discovery,Discovery,Reseller,0,18803042,0,20190709111258551478
Not For Profit,Rohde Royce,Rachel Reilly,001B000000SS3pEIAT,30000,2018-05-06,345,Omitted,006B00000049VdrIAE,true,false,Rohde Royce 191,43,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Reseller,9,26505081,0,20190709111258551478
Education,Killingsworth Agency Inc,John Peck,001B000000SS3pFIAT,3106,2018-06-20,291,Closed,006B00000049VdsIAE,true,true,Killingsworth Agency Inc 204,108,John Peck,005B0000003CnffIAC,Channel (Partner),Closed Won,Closed Won,Reseller,8,24463245,100,20190709111258551478
Not For Profit,Distributive Software,Philip Walton,001B000000SS4jXIAT,37500,2019-01-15,166,Omitted,006B00000049VdtIAE,true,false,Distributive Software 215,115,Philip Walton,005B0000003CnfHIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,8564151,0,20190709111258551478
Transportation,Fenics,Alyssa Williams,001B000000lwNrQIAU,40000,2019-06-05,20,Pipeline,006B00000049VduIAE,false,false,Fenics 224,20,Alyssa Williams,005B0000003CnfXIAS,Simple,Qualification,Qualification,Fields Sales,2,18803042,20,20190709111258551478
Media,Human Click,Wayne Blackwell,001B000000SS4jbIAD,3120,2018-03-26,356,Closed,006B00000049VdvIAE,true,true,Human Click 17,119,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Won,Closed Won,Fields Sales,8,32825483,100,20190709111258551478
Environmental,Regent Systems,Dennis Huffman,001B000000SS3pHIAT,75000,2018-04-13,331,Omitted,006B00000049VdwIAE,true,false,Regent Systems 23,48,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,30069778,0,20190709111258551478
Chemicals,Towne Park.,Alyssa Williams,001B000000lwNrRIAU,175000,2018-04-27,378,Omitted,006B00000049VdxIAE,true,false,Towne Park. 33,81,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,27749094,0,20190709111258551478
Hospitality,Blue Wave Systems,Amy Shaw,001B000000WJE5fIAH,135000,2019-01-03,85,Closed,006B00000049VdyIAE,true,true,Blue Wave Systems 44,101,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Won,Closed Won,Reseller,8,8306984,100,20190709111258551478
Environmental,Road Rescue,Alicia Harrison,001B000000SS4jdIAD,300000,2018-03-14,387,Omitted,006B00000049VdzIAE,true,false,Road Rescue 51,57,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,31355814,0,20190709111258551478
Recreation,PLAZA PROVISION CO.,Philip Walton,001B000000SS3pJIAT,25000,2018-12-25,96,Omitted,006B00000049Ve0IAE,true,false,PLAZA PROVISION CO. 81,82,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Reseller,9,18803042,0,20190709111258551478
Shipping,Ximian,Rachel Reilly,001B000000SS4jgIAD,7500,2018-01-13,440,Closed,006B00000049Ve1IAE,true,true,Ximian 94,92,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Won,Closed Won,Reseller,8,37101124,100,20190709111258551478
Consulting,Winery Exchange Inc,Philip Walton,001B000000SS3pKIAT,15000,2018-12-13,97,Omitted,006B00000049Ve2IAE,true,false,Winery Exchange Inc 112,111,Philip Walton,005B0000003CnfHIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,18803042,0,20190709111258551478
Electronics,Planned Giving Design Center,Alicia Harrison,001B000000SS4jhIAD,50000,2019-03-17,37,Best Case,006B00000049Ve3IAE,false,false,Planned Giving Design Center 121,61,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Negotiation,Fields Sales,7,2951559,90,20190709111258551478
Technology,Telegroup,Alyssa Williams,001B000000lwNrTIAU,7350,2019-01-20,86,Omitted,006B00000049Ve4IAE,true,false,Telegroup 152,101,Alyssa Williams,005B0000003CnfXIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,4605717,0,20190709111258551478
Chemicals,FreeDecision.com Inc,Dennis Huffman,001B000000SS3pLIAT,60000,2019-03-04,38,Best Case,006B00000049Ve5IAE,false,false,FreeDecision.com Inc 155,76,Dennis Huffman,005B0000003CnfIIAS,Simple,Negotiation,Negotiation,Reseller,7,18803042,90,20190709111258551478
Chemicals,FreeDecision.com Inc,Dennis Huffman,001B000000SS3pLIAT,75000,2019-03-06,19,Best Case,006B00000049Ve6IAE,false,false,FreeDecision.com Inc 158,79,Alyssa Williams,005B0000003CnfXIAS,Channel (Partner),Negotiation,Negotiation,Reseller,7,18803042,90,20190709111258551478
Electronics,Tetra Systems Corp.,John Peck,001B000000lwNrUIAU,2500,2018-12-25,105,Omitted,006B00000049Ve7IAE,true,false,Tetra Systems Corp. 212,111,Philip Walton,005B0000003CnfHIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,18803042,0,20190709111258551478
Consulting,Methodist Healthcare Sys-Houston,Alicia Harrison,001B000000SS3pPIAT,7500,2018-07-01,271,Omitted,006B00000049Ve8IAE,true,false,Methodist Healthcare Sys-Houston 244,49,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Telesales,9,22138005,0,20190709111258551478
Food & Beverage,Schlumberger Technology Corp,Amy Shaw,001B000000SS4jlIAD,15000,2018-10-08,195,Omitted,006B00000049Ve9IAE,true,false,Schlumberger Technology Corp 254,69,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Reseller,9,16173378,0,20190709111258551478
Apparel,metamerge AS,Noah Kelly,001B000000SS4jnIAD,10000,2019-04-07,13,Commit,006B00000049VeAIAU,false,false,metamerge AS 29,74,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Proposal/Quote,Reseller,5,2951558,75,20190709111258551478
Not For Profit,Riffage.com,Philip Walton,001B000000SS3pRIAT,11000,2018-12-03,137,Closed,006B00000049VeBIAU,true,true,Riffage.com 43,93,Philip Walton,005B0000003CnfHIAS,Simple,Closed Won,Closed Won,Reseller,8,18803042,100,20190709111258551478
Financial Services,Edge Communications,Allison Allen,001B000000SS3pSIAT,50000,2019-03-12,50,Best Case,006B00000049VeCIAU,false,false,Edge Communications 51,60,Allison Allen,005B0000003CnfGIAS,Simple,Negotiation,Negotiation,Fields Sales,7,18803042,90,20190709111258551478
Environmental,Buffet Partners,Amy Shaw,001B000000SS4joIAD,75000,2018-12-17,81,Omitted,006B00000049VeDIAU,true,false,Buffet Partners 59,49,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803042,0,20190709111258551478
Environmental,Buffet Partners,Amy Shaw,001B000000SS4joIAD,7500,2019-01-12,91,Omitted,006B00000049VeEIAU,true,false,Buffet Partners 64,86,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,7454726,0,20190709111258551478
Education,AL Wizard,Rachel Reilly,001B000000SS3pTIAT,50000,2018-04-22,347,Omitted,006B00000049VeFIAU,true,false,AL Wizard 68,31,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,28159095,0,20190709111258551478
Biotechnology,Norstan,Allison Allen,001B000000lwNrVIAU,90000,2019-04-25,38,Commit,006B00000049VeGIAU,false,false,Norstan 74,58,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Proposal/Quote,Fields Sales,5,1686698,75,20190709111258551478
Engineering,Josef Seibel North America Inc,Alicia Harrison,001B000000SS3pUIAT,3500,2018-01-20,414,Closed,006B00000049VeHIAU,true,true,Josef Seibel North America Inc 86,109,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Won,Closed Won,Reseller,8,39245954,100,20190709111258551478
Engineering,Josef Seibel North America Inc,Alicia Harrison,001B000000SS3pUIAT,0,2017-12-16,454,Omitted,006B00000049VeIIAU,true,false,Josef Seibel North America Inc 87,29,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Reseller,9,39818085,0,20190709111258551478
Technology,Foresters Financial Services,John Peck,001B000000SS3pVIAT,500000,2019-02-24,60,Omitted,006B00000049VeJIAU,true,false,Foresters Financial Services 110,64,John Peck,005B0000003CnffIAC,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,1444564,0,20190709111258551478
Retail,CBC of Idaho,Alicia Harrison,001B000000SS3pXIAT,3500,2018-01-09,449,Omitted,006B00000049VeKIAU,true,false,CBC of Idaho 143,35,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Reseller,9,36750052,0,20190709111258551478
Electronics,i3solutions,Dennis Huffman,001B000000SS3pYIAT,7500,2019-01-16,68,Omitted,006B00000049VeLIAU,true,false,i3solutions 163,115,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,8306969,0,20190709111258551478
Healthcare & Life Sciences,Debit-It,Wayne Blackwell,001B000000SS4jqIAD,5000,2018-04-04,342,Omitted,006B00000049VeMIAU,true,false,Debit-It 179,48,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Telesales,9,30716022,0,20190709111258551478
Financial Services,World Commerce Exchange,Wayne Blackwell,001B000000SS3pbIAD,7500,2019-03-25,29,Commit,006B00000049VeNIAU,false,false,World Commerce Exchange 221,42,Wayne Blackwell,005B0000003CnfUIAS,Channel (Partner),Discovery,Discovery,Fields Sales,0,18803042,0,20190709111258551478
Telecommunications,Gateway Ticketing Systems,Alicia Harrison,001B000000lwNrWIAU,0,2018-01-14,433,Omitted,006B00000049VeOIAU,true,false,Gateway Ticketing Systems 223,68,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,37191031,0,20190709111258551478
Telecommunications,Gateway Ticketing Systems,Alicia Harrison,001B000000lwNrWIAU,25000,2018-05-29,369,Omitted,006B00000049VePIAU,true,false,Gateway Ticketing Systems 227,102,Wayne Blackwell,005B0000003CnfUIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,24605789,0,20190709111258551478
Insurance,AdviceAmerica,Allison Allen,001B000000SS4jtIAD,37500,2019-04-01,6,Best Case,006B00000049VeQIAU,false,false,AdviceAmerica 254,89,Allison Allen,005B0000003CnfGIAS,Channel (Partner),Closed Lost,Negotiation,Fields Sales,7,4397662,90,20190709111258551478
Food & Beverage,Re:Launch Division,Allison Allen,001B000000SS3pcIAD,121500,2019-01-14,95,Omitted,006B00000049VeRIAU,true,false,Re:Launch Division 5,101,Allison Allen,005B0000003CnfGIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,8306969,0,20190709111258551478
Utilities,netwerkes.com,Philip Walton,001B000000SS3pdIAD,5000,2019-05-17,15,Best Case,006B00000049VeSIAU,false,false,netwerkes.com 7,21,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Qualification,Fields Sales,2,4397662,20,20190709111258551478
Utilities,netwerkes.com,Philip Walton,001B000000SS3pdIAD,25000,2018-01-03,454,Omitted,006B00000049VeTIAU,true,false,netwerkes.com 12,67,Allison Allen,005B0000003CnfGIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,37162500,0,20190709111258551478
Other,FirstHealth Of Carolinas,Rachel Reilly,001B000000SS3phIAD,7500,2019-05-30,4,Best Case,006B00000049VeUIAU,false,false,FirstHealth Of Carolinas 45,4,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Qualification,Reseller,2,4397662,20,20190709111258551478
Other,FirstHealth Of Carolinas,Rachel Reilly,001B000000SS3phIAD,50000,2017-10-30,503,Omitted,006B00000049VeVIAU,true,false,FirstHealth Of Carolinas 50,20,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Reseller,9,43172482,0,20190709111258551478
Other,FirstHealth Of Carolinas,Rachel Reilly,001B000000SS3phIAD,2500,2018-09-09,287,Omitted,006B00000049VeWIAU,true,false,FirstHealth Of Carolinas 60,109,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,19630766,0,20190709111258551478
Media,ADTX,Allison Allen,001B000000WJE5mIAH,0,2018-10-24,221,Omitted,006B00000049VeXIAU,true,false,ADTX 66,103,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,14746541,0,20190709111258551478
Agriculture,Air Systems Of Sacramento Inc,Wayne Blackwell,001B000000WJE5nIAH,57626,2018-04-18,342,Omitted,006B00000049VeYIAU,true,false,Air Systems Of Sacramento Inc 85,43,Wayne Blackwell,005B0000003CnfUIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,28817059,0,20190709111258551478
Food & Beverage,Flextronics - Solectron Corp,Amy Shaw,001B000000SS4jwIAD,150000,2018-03-21,380,Omitted,006B00000049VeZIAU,true,false,Flextronics - Solectron Corp 95,79,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,33175156,0,20190709111258551478
Manufacturing,PIPE9,Alyssa Williams,001B000000bwMXDIA2,16500,2019-03-12,103,Best Case,006B00000049VeaIAE,false,false,PIPE9 104,107,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Won,Negotiation,Reseller,7,5326972,90,20190709111258551478
Consulting,WCI Cable,Alyssa Williams,001B000000SS3pkIAD,22500,2018-12-20,156,Omitted,006B00000049VebIAE,true,false,WCI Cable 126,81,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,18803042,0,20190709111258551478
Government,Totally Digital Inc,Rachel Reilly,001B000000WJE5oIAH,5000,2018-04-09,404,Closed,006B00000049VecIAE,true,true,Totally Digital Inc 157,104,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Won,Closed Won,Reseller,8,32222838,100,20190709111258551478
Not For Profit,Institute For Bus Performance,Dennis Huffman,001B000000SS4k1IAD,38750,2019-03-05,8,Best Case,006B00000049VedIAE,false,false,Institute For Bus Performance 178,28,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Negotiation,Reseller,7,851263,90,20190709111258551478
Insurance,Crown West Realty,Alicia Harrison,001B000000SS4k3IAD,2500,2019-03-23,7,Best Case,006B00000049VeeIAE,false,false,Crown West Realty 199,48,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Proposal/Quote,Reseller,5,2951546,75,20190709111258551478
Hospitality,Member Solutions,John Peck,001B000000UkRxaIAF,27000,2019-03-02,26,Best Case,006B00000049VefIAE,false,false,Member Solutions 208,82,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Negotiation,Negotiation,Reseller,7,18803042,90,20190709111258551478
Hospitality,Member Solutions,John Peck,001B000000UkRxaIAF,50500,2018-07-20,263,Omitted,006B00000049VegIAE,true,false,Member Solutions 210,91,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,23131441,0,20190709111258551478
Shipping,Quadstone,Alyssa Williams,001B000000lwNrXIAU,15000,2019-01-10,71,Omitted,006B00000049VehIAE,true,false,Quadstone 217,26,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,5934305,0,20190709111258551478
Transportation,Cleanscape Software Intl.,Philip Walton,001B000000SS3pmIAD,15000,2017-12-15,459,Omitted,006B00000049VeiIAE,true,false,Cleanscape Software Intl. 236,86,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,41645309,0,20190709111258551478
Media,Gateway Funding,Alyssa Williams,001B000000SS4k4IAD,5000,2018-12-20,81,Omitted,006B00000049VejIAE,true,false,Gateway Funding 2,22,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,6680208,0,20190709111258551478
Media,Gateway Funding,Alyssa Williams,001B000000SS4k4IAD,100000,2019-03-31,43,Best Case,006B00000049VekIAE,false,false,Gateway Funding 6,66,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Proposal/Quote,Other,5,4397662,75,20190709111258551478
Construction,Innovative Software Ltd,John Peck,001B000000SS3pnIAD,175000,2018-10-17,213,Omitted,006B00000049VelIAE,true,false,Innovative Software Ltd 16,93,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,16173365,0,20190709111258551478
Construction,Innovative Software Ltd,John Peck,001B000000SS3pnIAD,200000,2019-02-02,97,Omitted,006B00000049VemIAE,true,false,Innovative Software Ltd 17,101,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,5629222,0,20190709111258551478
Banking,Trademark Plastics Corp,Philip Walton,001B000000SS3ppIAD,20000,2018-10-16,211,Omitted,006B00000049VenIAE,true,false,Trademark Plastics Corp 31,87,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Reseller,9,15131555,0,20190709111258551478
