"AccountIndustry","AccountName","AccountOwner","AccountId","Amount","CloseDate","DaysSinceLastActivity","ForecastCategory","Id","IsClosed","IsWon","OpportunityName","OpportunityAge","OpportunityOwner","OwnerId","RecordTypeName","StageName","Stage","LeadSource","StageSortOrder","TimeInStageDurationSeconds","Probability"
"Retail","Arel Learning Solutions","Alicia Harrison","001B000000SS4M3IAL",30000,"2018-06-10",334,"Omitted","006B00000049VjjIAE","true","false","Arel Learning Solutions 35",151,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,27257007,0
"Food & Beverage","Northern Technologies","Amy Shaw","001B000000WJEHvIAP",49500,"2018-09-19",333,"Omitted","006B00000049VjkIAE","true","false","Northern Technologies 60",179,"Amy Shaw","005B0000003CnfgIAC","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Engineering","Madison Keats","Sheri Nunez","001B000000SS54VIAT",2000,"2018-07-22",232,"Closed","006B00000049VjlIAE","true","true","Madison Keats 67",167,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Won","Closed Won","Reseller",8,25176025,100
"Transportation","3Fusion","Jordan Wolf","001B000000WJEHxIAP",75000,"2019-06-21",41,"Best Case","006B00000049VjmIAE","false","false","3Fusion 101",68,"Jordan Wolf","005B0000003CnfQIAS","Channel (Partner)","Discovery","Discovery","Fields Sales",0,18802758,0
"Electronics","Springer-Miller Systems","Rachel Reilly","001B000000SS4M7IAL",10000,"2018-07-11",321,"Omitted","006B00000049VjnIAE","true","false","Springer-Miller Systems 146",155,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,22727578,0
"Insurance","Colliers International Property Consultants","Rachel Reilly","001B000000lwNwFIAU",7700,"2018-07-22",344,"Closed","006B00000049VjoIAE","true","true","Colliers International Property Consultants 164",181,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Won","Closed Won","Fields Sales",8,24351913,100
"Energy","Maximal Software","Alicia Harrison","001B000000SS54XIAT",125000,"2018-09-30",201,"Omitted","006B00000049VjpIAE","true","false","Maximal Software 204",161,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,19152607,0
"Food & Beverage","J.L. Davis Company","Amy Shaw","001B000000SS4MAIA1",1,"2019-03-05",5,"Commit","006B00000049VjqIAE","false","false","J.L. Davis Company 213",56,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Negotiation","Fields Sales",7,3076067,90
"Food & Beverage","J.L. Davis Company","Amy Shaw","001B000000SS4MAIA1",125000,"2018-07-05",313,"Omitted","006B00000049VjrIAE","true","false","J.L. Davis Company 215",115,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,23355909,0
"Energy","Sperry Marine","Beth Crawford","001B000000WJEHzIAP",20450,"2019-06-27",70,"Commit","006B00000049VjsIAE","false","false","Sperry Marine 223",70,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Lost","Discovery","Telesales",0,4397305,0
"Energy","Sperry Marine","Beth Crawford","001B000000WJEHzIAP",30000,"2018-03-24",439,"Omitted","006B00000049VjtIAE","true","false","Sperry Marine 238",175,"Ann Jones","005B0000003CnfWIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,36463310,0
"Shipping","Greenlight","Kristen Hughes","001B000000SS4MCIA1",58270,"2019-02-10",77,"Closed","006B00000049VjuIAE","true","true","Greenlight 22",163,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Won","Closed Won","Reseller",8,18802758,100
"Shipping","Greenlight","Kristen Hughes","001B000000SS4MCIA1",50000,"2018-10-13",159,"Omitted","006B00000049VjvIAE","true","false","Greenlight 30",113,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,16174198,0
"Education","Crosswell International Corp","Ann Jones","001B000000SS4MFIA1",200000,"2018-10-01",297,"Omitted","006B00000049VjwIAE","true","false","Crosswell International Corp 61",155,"Ann Jones","005B0000003CnfWIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Manufacturing","eB2X","Courtney Brown","001B000000SS4MHIA1",78282,"2019-06-05",55,"Best Case","006B00000049VjxIAE","false","false","eB2X 73",82,"Courtney Brown","005B0000003CnfVIAS","Channel (Partner)","Discovery","Discovery","Fields Sales",0,18802758,0
"Machinery","Ascendum Solutions","Sheri Nunez","001B000000lwNwGIAU",60000,"2018-03-29",390,"Omitted","006B00000049VjyIAE","true","false","Ascendum Solutions 94",133,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,31859819,0
"Biotechnology","Main Factors Inc","Alicia Harrison","001B000000SS4MJIA1",23000,"2019-06-04",35,"Best Case","006B00000049VjzIAE","false","false","Main Factors Inc 106",69,"Ann Jones","005B0000003CnfWIAS","Channel (Partner)","Proposal/Quote","Proposal/Quote","Other",5,18802758,75
"Biotechnology","Valley Relocation & Storage","Rachel Reilly","001B000000SS4MKIA1",100000,"2019-03-16",39,"Commit","006B00000049Vk0IAE","false","false","Valley Relocation & Storage 111",45,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Negotiation","Fields Sales",7,2951321,90
"Hospitality","Paracelsus Healthcare","Megan Kaufman","001B000000SS4MLIA1",7751,"2017-12-18",487,"Omitted","006B00000049Vk1IAE","true","false","Paracelsus Healthcare 125",91,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Lost","Closed Lost","Reseller",9,39073407,0
"Hospitality","Paracelsus Healthcare","Megan Kaufman","001B000000SS4MLIA1",10000,"2018-04-03",346,"Omitted","006B00000049Vk2IAE","true","false","Paracelsus Healthcare 132",9,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,29300050,0
"Hospitality","Paracelsus Healthcare","Megan Kaufman","001B000000SS4MLIA1",32895,"2018-03-25",359,"Omitted","006B00000049Vk3IAE","true","false","Paracelsus Healthcare 136",149,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Lost","Closed Lost","Reseller",9,34667807,0
"Hospitality","Paracelsus Healthcare","Megan Kaufman","001B000000SS4MLIA1",125000,"2019-04-06",66,"Best Case","006B00000049Vk4IAE","false","false","Paracelsus Healthcare 144",110,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Lost","Proposal/Quote","Other",5,4397305,75
"Biotechnology","Outlook Ventures","Ann Jones","001B000000WJEI2IAP",50500,"2019-01-17",92,"Omitted","006B00000049Vk5IAE","true","false","Outlook Ventures 161",145,"Ann Jones","005B0000003CnfWIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,4498143,0
"Utilities","ConnectInc.com","Ann Jones","001B000000lwNwHIAU",46504,"2018-09-29",170,"Omitted","006B00000049Vk6IAE","true","false","ConnectInc.com 201",119,"Ann Jones","005B0000003CnfWIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,16174198,0
"Electronics","DgL Enterprises","Courtney Brown","001B000000WJEI4IAP",71000,"2018-04-13",412,"Omitted","006B00000049Vk7IAE","true","false","DgL Enterprises 225",113,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,32574779,0
"Education","FanBuzz","Alicia Harrison","001B000000SS4MNIA1",52147,"2018-04-22",346,"Omitted","006B00000049Vk8IAE","true","false","FanBuzz 233",135,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,30907923,0
"Consulting","Japan Venture Partners","Jordan Wolf","001B000000lwNwIIAU",32895,"2018-04-07",410,"Omitted","006B00000049Vk9IAE","true","false","Japan Venture Partners 12",83,"Jordan Wolf","005B0000003CnfQIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,31406628,0
"Government","Propel Learning Solutions","Ann Jones","001B000000lwNwJIAU",13158,"2019-01-12",76,"Omitted","006B00000049VkAIAU","true","false","Propel Learning Solutions 20",59,"Ann Jones","005B0000003CnfWIAS","Simple","Closed Lost","Closed Lost","Other",9,5628993,0
"Biotechnology","Innovative Technology Soluti","Philip Walton","001B000000SS54cIAD",125000,"2019-05-15",19,"Pipeline","006B00000049VkBIAU","false","false","Innovative Technology Soluti 23",19,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Qualification","Qualification","Fields Sales",2,18802758,20
"Entertainment","Cree","Alyssa Williams","001B000000SS4MRIA1",15000,"2019-06-30",41,"Best Case","006B00000049VkCIAU","false","false","Cree 38",67,"Alyssa Williams","005B0000003CnfXIAS","Simple","Discovery","Discovery","Reseller",0,18802758,0
"Entertainment","Cree","Alyssa Williams","001B000000SS4MRIA1",65000,"2018-06-19",359,"Omitted","006B00000049VkDIAU","true","false","Cree 40",165,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,22663577,0
"Education","ESSI","Wayne Blackwell","001B000000SS4MSIA1",1400,"2018-12-13",92,"Closed","006B00000049VkEIAU","true","true","ESSI 44",39,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Won","Closed Won","Reseller",8,18802758,100
"Education","ESSI","Wayne Blackwell","001B000000SS4MSIA1",15000,"2018-09-20",311,"Omitted","006B00000049VkFIAU","true","false","ESSI 56",177,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,19212277,0
"Consulting","BlastOff!","Rachel Reilly","001B000000SS54dIAD",28000,"2018-09-11",291,"Omitted","006B00000049VkGIAU","true","false","BlastOff! 69",161,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Banking","Ad Tape & Label Co Inc","Dennis Huffman","001B000000SS4MTIA1",250000,"2018-10-14",280,"Omitted","006B00000049VkHIAU","true","false","Ad Tape & Label Co Inc 86",169,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Banking","Ad Tape & Label Co Inc","Dennis Huffman","001B000000SS4MTIA1",5000,"2019-03-14",46,"Best Case","006B00000049VkIIAU","false","false","Ad Tape & Label Co Inc 88",123,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Proposal/Quote","Proposal/Quote","Reseller",5,18802758,75
"Construction","GPC","Amy Shaw","001B000000SS54gIAD",5000,"2018-08-22",255,"Omitted","006B00000049VkJIAU","true","false","GPC 139",107,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,18802758,0
"Chemicals","Clayton Williams Energy","Wayne Blackwell","001B000000SS54hIAD",110000,"2018-10-19",151,"Closed","006B00000049VkKIAU","true","true","Clayton Williams Energy 156",81,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Won","Closed Won","Reseller",8,15497364,100
"Chemicals","Clayton Williams Energy","Wayne Blackwell","001B000000SS54hIAD",5000,"2018-03-25",350,"Closed","006B00000049VkLIAU","true","true","Clayton Williams Energy 158",41,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Won","Closed Won","Fields Sales",8,31547418,100
"Consulting","Romeo & Sons","Alicia Harrison","001B000000WJEIAIA5",7500,"2018-09-30",175,"Omitted","006B00000049VkMIAU","true","false","Romeo & Sons 162",99,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,14745923,0
"Chemicals","Net-Connect","Rachel Reilly","001B000000lwNwKIAU",5000,"2018-01-09",482,"Omitted","006B00000049VkNIAU","true","false","Net-Connect 167",103,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,39777607,0
"Government","Hightower Inc","Alyssa Williams","001B000000SS54iIAD",27500,"2019-02-20",19,"Omitted","006B00000049VkOIAU","true","false","Hightower Inc 172",177,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,2951321,0
"Manufacturing","it20","Sheri Nunez","001B000000SS4MWIA1",25000,"2018-10-27",204,"Omitted","006B00000049VkPIAU","true","false","it20 185",159,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,17512015,0
"Chemicals","Bayer Pharmaceutical Division","Alicia Harrison","001B000000SS4MbIAL",200000,"2019-03-11",96,"Best Case","006B00000049VkQIAU","false","false","Bayer Pharmaceutical Division 225",130,"Alicia Harrison","005B0000003CnfZIAS","Simple","Proposal/Quote","Proposal/Quote","Other",5,18802758,75
"Chemicals","Mauser Corp","Rachel Reilly","001B000000lwNwLIAU",8333,"2018-04-10",387,"Closed","006B00000049VkRIAU","true","true","Mauser Corp 25",127,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Closed Won","Closed Won","Fields Sales",8,30142351,100
"Chemicals","Mauser Corp","Rachel Reilly","001B000000lwNwLIAU",13532,"2019-03-18",30,"Best Case","006B00000049VkSIAU","false","false","Mauser Corp 30",105,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Won","Negotiation","Reseller",7,4397305,90
"Communications","Acu Comm Inc","Noah Kelly","001B000000SS54mIAD",27300,"2019-03-26",60,"Best Case","006B00000049VkTIAU","false","false","Acu Comm Inc 44",71,"Noah Kelly","005B0000003CnfJIAS","Channel (Partner)","Proposal/Quote","Proposal/Quote","Fields Sales",5,18802758,75
"Manufacturing","StyleCollaborator.com","Jordan Wolf","001B000000SS54oIAD",200000,"2019-04-21",31,"Best Case","006B00000049VkUIAU","false","false","StyleCollaborator.com 52",135,"Amy Shaw","005B0000003CnfgIAC","Simple","Discovery","Discovery","Fields Sales",0,18802758,0
"Other","Bluetrain Technologies","Kristen Hughes","001B000000WJEIEIA5",77507,"2018-03-28",382,"Omitted","006B00000049VkVIAU","true","false","Bluetrain Technologies 84",167,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Lost","Closed Lost","Reseller",9,34046959,0
"Hospitality","Onyx Software Corporation","Alyssa Williams","001B000000lwNwMIAU",100000,"2019-06-10",22,"Pipeline","006B00000049VkWIAU","false","false","Onyx Software Corporation 99",75,"Courtney Brown","005B0000003CnfVIAS","Simple","Discovery","Discovery","Fields Sales",0,18802758,0
"Hospitality","Onyx Software Corporation","Alyssa Williams","001B000000lwNwMIAU",50000,"2018-10-06",173,"Omitted","006B00000049VkXIAU","true","false","Onyx Software Corporation 100",31,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,13581881,0
"Food & Beverage","Asparity Decision Solutions   Inc","Rachel Reilly","001B000000SS4MfIAL",200000,"2019-01-01",104,"Omitted","006B00000049VkYIAU","true","false","Asparity Decision Solutions   Inc 117",101,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Shipping","methodfive","Sheri Nunez","001B000000WJEIHIA5",3500,"2018-07-10",284,"Closed","006B00000049VkZIAU","true","true","methodfive 137",45,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Won","Closed Won","Reseller",8,22474493,100
"Manufacturing","APM","Kristen Hughes","001B000000lwNwNIAU",25000,"2018-01-07",447,"Omitted","006B00000049VkaIAE","true","false","APM 154",91,"Kristen Hughes","005B0000003CnfSIAS","Channel (Partner)","Closed Lost","Closed Lost","Other",9,36896323,0
"Telecommunications","SF MAGAZINE","Megan Kaufman","001B000000SS4MiIAL",306929,"2019-04-17",24,"Best Case","006B00000049VkbIAE","false","false","SF MAGAZINE 172",145,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Won","Negotiation","Fields Sales",7,4569091,90
"Telecommunications","National Information Solutions Cooperative","Sheri Nunez","001B000000WJEIIIA5",60000,"2018-11-25",132,"Omitted","006B00000049VkcIAE","true","false","National Information Solutions Cooperative 212",31,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Engineering","Member Clicks","Alicia Harrison","001B000000SS4MkIAL",1500,"2018-09-05",235,"Omitted","006B00000049VkdIAE","true","false","Member Clicks 222",117,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,20090847,0
"Electronics","Navagate","Alicia Harrison","001B000000WJEIJIA5",37500,"2019-08-12",10,"Best Case","006B00000049VkeIAE","false","false","Navagate 245",22,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Discovery","Fields Sales",0,532453,0
"Communications","FMSI","Alicia Harrison","001B000000SS54vIAD",100000,"2019-03-20",23,"Commit","006B00000049VkfIAE","false","false","FMSI 253",53,"Courtney Brown","005B0000003CnfVIAS","Simple","Proposal/Quote","Proposal/Quote","Telesales",5,18802758,75
"Apparel","SunGard Advisor Technologies","Beth Crawford","001B000000SS4MlIAL",100000,"2018-04-11",397,"Omitted","006B00000049VkgIAE","true","false","SunGard Advisor Technologies 9",153,"Beth Crawford","005B0000003CnfKIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,33614357,0
"Electronics","Hyster-Yale Group","Beth Crawford","001B000000WJEIKIA5",307500,"2019-06-19",41,"Best Case","006B00000049VkhIAE","false","false","Hyster-Yale Group 22",74,"Beth Crawford","005B0000003CnfKIAS","Simple","Discovery","Discovery","Other",0,18802740,0
"Food & Beverage","The Robins Group","Amy Shaw","001B000000SS4MmIAL",5000,"2019-01-01",91,"Omitted","006B00000049VkiIAE","true","false","The Robins Group 43",149,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,18802740,0
"Food & Beverage","The Robins Group","Amy Shaw","001B000000SS4MmIAL",0,"2019-03-17",81,"Pipeline","006B00000049VkjIAE","false","false","The Robins Group 44",186,"Kristen Hughes","005B0000003CnfSIAS","Channel (Partner)","Negotiation","Negotiation","Other",7,18802740,90
"Retail","Pitchit.com","Beth Crawford","001B000000lwNwQIAU",30839,"2019-06-02",27,"Best Case","006B00000049VkkIAE","false","false","Pitchit.com 109",85,"Beth Crawford","005B0000003CnfKIAS","Simple","Discovery","Discovery","Reseller",0,18802740,0
"Manufacturing","Lohmann Therapy Systems Corp","Alyssa Williams","001B000000WJEIMIA5",25000,"2019-05-27",73,"Commit","006B00000049VklIAE","false","false","Lohmann Therapy Systems Corp 133",83,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Discovery","Discovery","Fields Sales",0,18802740,0
"Banking","LOOX Software","Ann Jones","001B000000SS54wIAD",50500,"2019-03-13",59,"Commit","006B00000049VkmIAE","false","false","LOOX Software 137",122,"Jordan Wolf","005B0000003CnfQIAS","Simple","Negotiation","Negotiation","Fields Sales",7,18802740,90
"Machinery","ExxonMobil Global Services Company","Jordan Wolf","001B000000SS54yIAD",25000,"2018-09-14",260,"Omitted","006B00000049VknIAE","true","false","ExxonMobil Global Services Company 160",165,"Jordan Wolf","005B0000003CnfQIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18802740,0
